"","date","time","latitude","longitude","stop","subject","ta","vp","ws","mrt","pet"
"274",2018-09-29,"17:44:17",33.457706,-112.041045,"7","13",37.4,12,2.3,54.2,45
"275",2018-09-29,"16:55:16",33.451596,-112.0466,"3","14",38,12,0.4,62.6,52.3
"276",2018-09-29,"16:56:16",33.451613,-112.046608,"3","14",38.1,12,0.5,62.8,52.3
"277",2018-09-29,"16:56:16",33.451633,-112.046611,"3","14",38.1,12,0.5,63.1,52.5
"278",2018-09-29,"16:56:16",33.451651,-112.046623,"3","14",38,11,0.2,63.2,53.1
"279",2018-09-29,"16:56:16",33.451666,-112.046625,"3","14",38,11,0.2,63.2,53.1
"280",2018-09-29,"16:56:16",33.451666,-112.046619,"3","14",38,11,0.2,63.2,53.1
"281",2018-09-29,"16:56:16",33.451668,-112.046623,"3","14",38,11,0.2,63.2,53.1
"282",2018-09-29,"16:57:16",33.451669,-112.046613,"3","14",38,11,0.2,63.2,53.1
"283",2018-09-29,"16:57:16",33.451665,-112.046601,"3","14",38,11,0.2,63.2,53.1
"284",2018-09-29,"16:57:16",33.451668,-112.0466,"3","14",38,11,0.2,63.2,53.1
"285",2018-09-29,"16:57:16",33.451708,-112.046654,"3","14",38,11,0.9,64.3,52.5
"286",2018-09-29,"17:34:17",33.457796,-112.040974,"7","14",38,12,0.8,62.2,51.5
"287",2018-09-29,"17:34:17",33.45779,-112.040973,"7","14",38,12,0.8,62.2,51.5
"288",2018-09-29,"17:33:17",33.45781,-112.040955,"7","14",37.5,12,1,51.4,44.9
"289",2018-09-29,"17:33:17",33.457764,-112.040916,"7","14",37.8,12,0.5,59.3,50
"290",2018-09-29,"17:33:17",33.457801,-112.040981,"7","14",37.8,13,2.1,60.3,49.4
"291",2018-09-29,"17:34:17",33.457786,-112.040976,"7","14",37.8,13,2.1,60.3,49.4
"292",2018-09-29,"17:34:17",33.457796,-112.040988,"7","14",37.8,13,2.1,60.3,49.4
"293",2018-09-29,"17:34:17",33.45778,-112.04101,"7","14",37.8,13,2.3,61.3,49.8
"294",2018-09-29,"17:35:17",33.457753,-112.04102,"7","14",37.8,13,2.3,61.3,49.8
"295",2018-09-29,"17:35:17",33.457759,-112.041016,"7","14",37.8,13,2.3,61.3,49.8
"296",2018-09-29,"17:35:17",33.457769,-112.041011,"7","14",37.8,13,2.3,61.3,49.8
"297",2018-09-29,"17:35:17",33.45778,-112.041006,"7","14",37.8,13,2.3,61.3,49.8
"298",2018-09-29,"17:34:17",33.457763,-112.041036,"7","14",37.8,13,1.5,61.3,50.2
"299",2018-09-29,"17:33:17",33.457811,-112.040988,"7","14",37.7,12,2.4,65.5,51.7
"300",2018-09-29,"17:35:17",33.457791,-112.041004,"7","14",37.7,12,2.4,65.5,51.7
"301",2018-09-29,"17:35:17",33.457793,-112.041004,"7","14",37.7,12,2.4,65.5,51.7
"302",2018-09-29,"17:36:17",33.457793,-112.041003,"7","14",37.7,12,2.4,65.5,51.7
"303",2018-09-29,"17:36:17",33.457793,-112.041003,"7","14",37.7,12,2.4,65.5,51.7
"304",2018-09-29,"17:36:17",33.457793,-112.041003,"7","14",37.7,12,2.4,65.5,51.7
"305",2018-09-29,"17:36:17",33.457793,-112.041003,"7","14",37.7,12,2.4,65.5,51.7
"306",2018-09-29,"17:36:17",33.457793,-112.041004,"7","14",37.7,12,2.4,65.5,51.7
"307",2018-09-29,"17:36:17",33.457793,-112.041004,"7","14",37.7,12,2.4,65.5,51.7
"308",2018-09-29,"17:33:17",33.457825,-112.040985,"7","14",37.7,12,2.5,65.5,51.7
"309",2018-09-29,"17:33:17",33.457701,-112.040933,"7","14",37.3,12,1.2,42.2,40.1
"310",2018-09-29,"16:53:16",33.451566,-112.04663,"3","15",38.1,11,1.1,64.7,52.6
"311",2018-09-29,"16:53:16",33.451576,-112.046641,"3","15",38,12,0.6,62.4,51.8
"312",2018-09-29,"16:53:16",33.451588,-112.046654,"3","15",38,12,0.4,62.6,52.3
"313",2018-09-29,"16:53:16",33.45159,-112.046658,"3","15",38,12,0.4,62.6,52.3
"314",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"315",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"316",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"317",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"318",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"319",2018-09-29,"16:54:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"320",2018-09-29,"16:55:16",33.45159,-112.046656,"3","15",38,12,0.4,62.6,52.3
"321",2018-09-29,"16:55:16",33.451591,-112.046648,"3","15",38,12,0.4,62.6,52.3
"322",2018-09-29,"16:55:16",33.451618,-112.046664,"3","15",38.1,12,0.5,62.8,52.3
"323",2018-09-29,"17:33:17",33.457741,-112.04107,"7","15",37.8,12,3.1,64.6,51.1
"324",2018-09-29,"17:32:17",33.457763,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"325",2018-09-29,"17:32:17",33.457758,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"326",2018-09-29,"17:32:17",33.457763,-112.041058,"7","15",37.8,12,2.9,65.7,51.8
"327",2018-09-29,"17:32:17",33.457753,-112.041063,"7","15",37.8,12,2.9,65.7,51.8
"328",2018-09-29,"17:34:17",33.457756,-112.041058,"7","15",37.8,12,2.9,65.7,51.8
"329",2018-09-29,"17:34:17",33.457758,-112.04106,"7","15",37.8,12,2.9,65.7,51.8
"330",2018-09-29,"17:34:17",33.457758,-112.041056,"7","15",37.8,12,2.9,65.7,51.8
"331",2018-09-29,"17:34:17",33.457759,-112.041056,"7","15",37.8,12,2.9,65.7,51.8
"332",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"333",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"334",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"335",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"336",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"337",2018-09-29,"17:35:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"338",2018-09-29,"17:36:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"339",2018-09-29,"17:36:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"340",2018-09-29,"17:36:17",33.457761,-112.041054,"7","15",37.8,12,2.9,65.7,51.8
"341",2018-09-29,"17:36:17",33.457761,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"342",2018-09-29,"17:36:17",33.457761,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"343",2018-09-29,"17:36:17",33.457761,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"344",2018-09-29,"17:37:17",33.457761,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"345",2018-09-29,"17:37:17",33.457763,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
"346",2018-09-29,"17:37:17",33.457763,-112.041053,"7","15",37.8,12,2.9,65.7,51.8
